concept,question,answer
lasers,Name a common laser type used in alignment tools.,diode laser
people,What is the human heaviest deadlift world record?,501 kg
obama,Who headed Obama's first-term Department of Homeland Security?,Janet Napolitano
cats,Siamese cats commonly weigh what?,4–6 kg
paris,Which Paris publisher created the Le Livre de Poche line?,Hachette
chess,Which platform provides a 'tactics trainer' for practicing chess tactics?,Lichess
lasers,What seeds laser action apart from stimulated emission?,Spontaneous emission.
bacteria,What is a hallmark of aerobically respiring bacteria's metabolism?,Aerobic respiration.
obama,Which year marks the end of Barack Obama's Columbia undergraduate program?,1983
chess,How many World Chess Championship titles had Carlsen won by 2021?,Five
lasers,What laser is designed for single-wavelength operation in WDM?,DFB laser
united_states,Which Apache leader resisted U.S. forces in the late 19th century?,Geronimo
people,What is the term for the human embryo in the first eight weeks?,Embryo
paris,"Which Godard film, shot in Paris, popularized jump cuts?",Breathless
lasers,Nd:YAG laser fundamental wavelength?,1064 nm
dogs,What equipment does a guide dog wear with the handler?,Harness and handle
united_states,Which US crop is heavily used for ethanol production?,Corn
bacteria,Which acid-fast bacterium causes leprosy?,Mycobacterium leprae
dogs,Which bone runs parallel to the tibia in the canine leg?,Fibula
dogs,What behavior shows a dog is uncertain during greeting?,Cowering and avoiding eye contact.
bacteria,What gas do aerobic bacterial respiration processes release?,CO2.
obama,"What type of intelligence helped locate bin Laden, per Obama?",Human intelligence
obama,Who was Obama's first-term Secretary of Housing and Urban Development?,Shaun Donovan
united_states,What term describes people born outside the United States?,foreign-born
obama,What digital approach summarized Obama's online fundraising efforts?,Digital fundraising.
cats,Ancient Egyptian-origin spotted cat breed?,Egyptian Mau
dogs,What should be considered about dam and sire in ethical dog breeding?,Health status.
bacteria,Which bacteriologist formulated molecular Koch's postulates for pathogenic bacteria?,Stanley Falkow
cats,Are cat naps usually frequent throughout the day?,"Yes, many naps"
the_moon,What state is the Moon's inner core?,Solid
cats,Which big cat is adapted to mountains and has a thick coat?,Snow leopard.
united_states,What central United States prairie region is called?,Great Plains
cats,Which breed is known for long feline lifespans?,Siamese
people,Which gland secretes calcitonin in humans?,Thyroid gland
bacteria,What term describes the extracellular community of bacteria affecting workflows?,Biofilm
obama,What policy did the Obama administration create to protect parents of U.S. citizens?,DAPA
united_states,Labor Day in the United States honors what?,workers
cats,What genetic process makes calico cats almost always female?,X-chromosome inactivation.
lasers,How fast does a laser beam travel in vacuum?,The speed of light
united_states,Which U.S. river flows through Portland and joins the Columbia?,Willamette River
cats,Which chubby gray cat meme is a popular web comic character?,Pusheen
lasers,"In laser cooling of atoms, what detuning type is used for Doppler cooling?",Red-detuned laser light
dogs,What tag proves a dog is licensed?,License tag.
chess,Which authority governs castling rules in chess?,FIDE.
bacteria,Which extrachromosomal DNA elements are common in Cyanobacteria?,Plasmids
obama,What is Barack Obama's mother's profession?,Anthropologist.
united_states,Which census product projects future population changes for the United States?,population projections
people,Which genes form the core clock in the human circadian system?,CLOCK and BMAL1.
the_moon,What is the November full Moon name?,Beaver Moon
cats,What acute kidney condition can occur from toxins in cats?,Acute kidney injury
obama,Barack Obama authorized the operation that killed Osama bin Laden in which year?,2011
united_states,What does blue symbolize on the US flag?,"Vigilance, perseverance, and justice"
united_states,Does the U.S. Constitution establish a national education system?,No national system.
cats,What term describes a cat's natural urge to chase moving objects?,Predatory drive.
the_moon,Which Apollo 11 astronaut accompanied Armstrong to the Moon's surface?,Buzz Aldrin
bacteria,What term describes bacteria that help resist pathogen colonization by occupying niches?,Competitive exclusion
obama,What protects people with pre-existing conditions under Obamacare?,Protections against denial
lasers,Role of stimulated emission in CO2 laser operation?,Optical gain
bacteria,Which site accepts aminoacyl-tRNA during elongation in bacteria?,A-site
obama,Which Obama administration dog is named after a musician?,Bo
chess,From which century do the Lewis chessmen date?,12th century
cats,What form of flea prevention is applied to a cat's back?,Spot-on treatment
obama,What major summit does the Obama Foundation host for democracy and leadership?,Obama Foundation Summit
people,What statistic indicates the total population of humans in a region?,population size
cats,Which locus determines white spotting extent in cats?,S locus
united_states,"Which US rating board assigns G, PG, and R ratings?",MPAA
lasers,Which laser operates at infrared wavelengths and is common in industrial/defense roles?,CO2 laser.
united_states,Which United States region experiences the North American Monsoon season?,U.S. Southwest
people,Which organ system enables human reproduction?,Reproductive system
united_states,Which currency is the official money of the United States?,U.S. dollar
chess,Which chess scandal involved Hans Niemann and alleged cheating?,Niemann cheating scandal
the_moon,The Moon's farthest orbital point from Earth is called?,Apogee
united_states,What space race signified the United States and Soviet rivalry during the Cold War?,Space Race
chess,Which prodigy became World Chess Champion in 1985?,Garry Kasparov
paris,Which annual Paris event is a full-distance marathon?,Paris Marathon
united_states,When is New Year's Day observed in the United States?,January 1
chess,"In a chess simul, how many boards might a grandmaster play at once?",dozens
united_states,Which United States river flows through Little Rock into the Mississippi?,Arkansas River
bacteria,What process by bacteria releases ammonium during decomposition?,ammonification
paris,Which Paris arrondissement is a major luxury shopping hub?,1st arrondissement
cats,Which two-faced cat meme became famous for a unique facial split?,Venus
paris,Panthéon in Paris is an example of which style?,Neoclassical
obama,Which tax credit expanded solar investment during the Obama years?,Investment Tax Credit
lasers,Which property of laser beams enables precise cuts?,Coherence
paris,Which Paris brasserie in Montparnasse is La Coupole?,La Coupole
people,Who holds the human women's pole vault world record?,Yelena Isinbayeva
the_moon,Which treaty covers liability for damage caused by lunar space objects?,Liability Convention
lasers,What does SLS stand for in laser powder processes?,Selective Laser Sintering
dogs,What gear is commonly worn by service dogs in public to signal their role?,Service dog vest.
bacteria,What is the shape of the tuberculosis bacterium?,Rod-shaped
united_states,Which language family do the Navajo and Apache belong to in the United States?,Athabaskan
lasers,Which field studies lasers as coherent light sources?,Optics
obama,"Which act, signed during Barack Obama's presidency, reauthorized the Elementary and Secondary Education Act?",Every Student Succeeds Act
bacteria,Which bacteria oxidize ammonia and fix CO2 as autotrophs in soils?,Nitrosomonas.
paris,Which Paris bookshop is known for English-language expatriate literature?,Shakespeare and Company
people,Is the human microbiome fixed at birth?,No; changes with age
chess,The knight's move graph on a chessboard is what type of graph?,Bipartite
united_states,Which state leads US orange production?,Florida
chess,What is the term for promoting a pawn to a piece other than queen in a chess problem?,Underpromotion
people,What term describes the origin of art in human evolution?,Art origins
people,"In human pregnancy, which structure supplies oxygen to the fetus?",Placenta
paris,Which Paris landmark dominates the Seine's banks near the Champ de Mars?,Eiffel Tower
chess,"On Lichess, what is the feature called for organized practice and annotation?",Study
obama,What broad fundraising approach did Barack Obama mobilize?,Grassroots fundraising.
people,Which system exchanges oxygen and carbon dioxide in humans?,Respiratory system
cats,Which chromosomal mechanism explains tortoiseshell patterns in female cats?,X-inactivation mosaicism
