concept,subtopic,question,answer
chess,Chess composition and problems,What is the term for promoting a pawn to a piece other than queen in a chess problem?,Underpromotion
people,Human creativity and art origins,What term describes the origin of art in human evolution?,Art origins
people,Human pregnancy and birth,"In human pregnancy, which structure supplies oxygen to the fetus?",Placenta
paris,Seine river facts and history,Which Paris landmark dominates the Seine's banks near the Champ de Mars?,Eiffel Tower
chess,Online chess platforms,"On Lichess, what is the feature called for organized practice and annotation?",Study
obama,Obama campaign fundraising strategy,What broad fundraising approach did Barack Obama mobilize?,Grassroots fundraising.
people,Human body organ systems,Which system exchanges oxygen and carbon dioxide in humans?,Respiratory system
cats,Cat genetics and inheritance,Which chromosomal mechanism explains tortoiseshell patterns in female cats?,X-inactivation mosaicism
dogs,Dog anatomy and skeleton,What is the dog's wrist joint called?,Carpus
chess,Chess etiquette and sportsmanship,What is the common chess etiquette gesture before a game?,Handshake.
obama,Obama technology and innovation policies,What initiative did Barack Obama launch to expand broadband access?,National Broadband Plan
dogs,Dog parasites and ticks,Which canine parasite is a hookworm affecting puppies?,Ancylostoma caninum.
paris,Paris in World War II,Which secret police operated in Paris during occupation?,Gestapo
united_states,US international relations,Which North American country is a major trading partner of the United States?,Canada
obama,Obama administration controversies,When did the Obama administration enact the Affordable Care Act?,2010
people,Human nutrition requirements,Which mineral is the major intracellular positively charged ion in human cells?,Potassium
paris,Haussmann renovation of Paris,What transport mode expanded on Paris boulevards during Haussmann?,horse-drawn trams
united_states,US music genres that originated in America,Which United States music genre originated in the Bronx in the 1970s?,Hip hop
dogs,Dog anatomy and skeleton,Which bone is in the dog's hind leg upper part?,Femur
the_moon,Moon age estimates,Which program supplied rocks that anchor lunar ages?,Apollo program
paris,French Revolution events in Paris,What device became iconic for revolutionary justice in Paris after 1792?,Guillotine
united_states,US largest cities by population,Which United States city is the most populous in New Jersey?,Newark
cats,Cat superstitions and folklore,What is the folklore term for cat's nine lives?,Nine lives.
bacteria,Aerobic vs anaerobic bacteria,Which bacteria thrive in air-rich niches?,Aerobic bacteria.
obama,Obama foreign policy and diplomacy,Barack Obama's Afghanistan policy aimed to end combat missions by which year?,2014
paris,Paris Olympics history,Which major Paris event was connected to the 1900 Olympics?,Exposition Universelle
united_states,US social movements history,Which United States Supreme Court ruling ended racial segregation in public schools?,Brown v. Board of Education
dogs,Dog social hierarchy and pack behavior,What term describes dogs aligning with a pack leader's movements?,obedience to leader
people,Human pain perception,What is the primary sensory receptor for pain in humans?,Nociceptors
united_states,US flag history and symbolism,What does red symbolize on the US flag?,Valor and hardiness
lasers,Famous laser researchers and pioneers,Who coined the term LASER?,Gordon Gould
dogs,Dog size extremes by breed,Which dog breed from the Alps is famous for Alpine rescue and large size?,Saint Bernard
obama,Obama political legacy,What is Obama administration's signature health reform?,Affordable Care Act
bacteria,Bacterial colonies and culture techniques,What does Gram staining distinguish in bacteria?,Gram types.
dogs,Dog tail docking and ear cropping history,What is tail docking in dogs?,Removal or shortening of a tail
chess,Chess in literature,Which Stefan Zweig novella is commonly known as Chess Story?,The Royal Game
lasers,Lasers in space exploration,Which instrument used laser altimetry mapped Mars' surface?,MOLA
obama,Illinois state senate career,Barack Obama's Illinois Senate tenure occurred during which decade?,1990s
bacteria,Bacterial vaccines,Which vaccines use killed bacteria?,Inactivated vaccines.
united_states,US flag history and symbolism,What do the 50 stars on the US flag represent?,50 states
dogs,Therapy and emotional support dogs,Name a breed commonly used as a therapy dog.,Labrador Retriever.
chess,Chess prodigies,Which Polgar sister became a leading figure in chess education?,Susan Polgar
lasers,Laser pointer facts,What does LASER stand for?,Light Amplification by Stimulated Emission.
cats,Cat senses and perception,Do cats hear higher frequencies than humans?,Yes.
dogs,Dog parasites and ticks,"Which canine mite causes thin, patchy hair loss and is treated with ivermectin?",Demodex canis.
lasers,Laser spectroscopy,Which laser is commonly used in introductory laser spectroscopy labs?,HeNe laser
obama,Obama approval ratings over time,Which major policy is associated with Obama health care expansion?,Affordable Care Act
people,Human emotions and psychology,Which hormone is linked to social bonding in humans?,Oxytocin
cats,Cat memory and cognition,Do felines rely on memory to locate food in known spots?,Yes
obama,2004 DNC keynote speech,What central theme did Obama emphasize?,Hope
cats,Cat tail communication,What does a cat's tail held high signal?,Confidence and friendliness.
paris,Paris Commune of 1871,What conflict preceded the Paris Commune?,Franco-Prussian War
dogs,Dog aging and senior care,Do aging dogs prefer warmer environments?,"Yes, warmth helps."
bacteria,Bacterial colonies and culture techniques,What is a bacterial biofilm?,Structured community on surfaces.
lasers,Lasers in space exploration,What laser type enables space-based optical communication links?,diode laser
dogs,Dog anatomy and skeleton,Which bone forms the canine skull roof?,Parietal bone
people,Human immune system,What substances causing fever in humans are called?,Pyrogens.
cats,Cat behavior and body language,"If cat ears point forward, what does that signal?",Alertness.
people,Human teeth and dental facts,Which human tooth type has a pointed crown and a single long root?,Canine
people,Human water and hydration needs,Do hydration needs change with age for humans?,Yes; elderly risk dehydration.
obama,Obama Nobel Peace Prize,What year did Barack Obama win the Nobel Peace Prize?,2009
bacteria,Bacterial colonies and culture techniques,Why incubate bacterial plates at 37°C?,Ideal for pathogens.
obama,Family background and parents,Which country did Barack Obama live in as a child with his mother?,Indonesia
the_moon,Soviet Luna program facts,Which Luna mission delivered Lunokhod 2 to the Moon?,Luna 21
united_states,US natural disasters history,Which US floods covered the Mississippi River basin in 1993?,Mississippi River floods of 1993
chess,Simultaneous chess exhibition matches,"In a chess simul, what is the starting position for every game?",standard starting position
lasers,Laser invention and history,Which scientist predicted stimulated emission?,Albert Einstein
chess,Famous chess world champions,Who was the World Chess Champion in 1948?,Mikhail Botvinnik
the_moon,Supermoons and blood moons,What distance roughly marks apogee for the Moon?,"About 405,000 km."
the_moon,Moonquakes and lunar seismic activity,Why do Moonquakes propagate longer on the Moon than on Earth?,No atmosphere
obama,Early life and birthplace,What is Barack Obama's full birth name?,Barack Hussein Obama II.
cats,Cat claws and scratching behavior,Which body region is primary to cat scratching?,Front paws
united_states,US presidents list and facts,In which year did the United States inaugurate its first president?,1789
people,Human DNA and genetics,What two chromosome types exist in humans?,Autosomes and sex chromosomes
paris,Paris economy and industries,Which Paris district is known for Place Vendôme?,Place Vendôme
dogs,Famous dogs in history,Which dog is the title character of a 1956 novel and 1957 film?,Old Yeller
cats,Cat tail communication,What does a cat do with its tail when awaiting interaction?,"Tail upright, calm."
united_states,US Revolutionary War facts,What event sparked American protests against British taxes in Boston?,Boston Tea Party
obama,Second term policy achievements,What authority did Obama obtain to fast-track trade deals like TPP?,TPA
paris,French Revolution events in Paris,"Which Paris palace was stormed on August 10, 1792?",Tuileries Palace
chess,Castling rules in chess,How many castling options exist in chess?,Two: kingside and queenside.
