concept,subtopic,q,a,b,c,d,ans
paris,Paris art movements,"In Paris, which movement began outdoor painting and independent exhibitions in the 1870s?",Neoclassicism,Realism,Impressionism,Romanticism,c
the_moon,Moon maria (seas) features,"On the_moon, which mare is named for 'Known'?",Mare Cognitum,Mare Ingenii,Mare Anguis,Mare Smythii,a
paris,Arc de Triomphe facts,"In Paris, which river is nearest to the Arc?",Loire,Seine,Rhône,Garonne,b
obama,Obama hobbies and personal interests,Obama's primary leisure activity outside politics is which?,Painting,Cooking,Reading,Dancing,c
bacteria,History of bacteriology,Which doctor promoted handwashing to prevent bacteria-caused infections in childbirth?,Joseph Lister,Louis Pasteur,Robert Koch,Ignaz Semmelweis,d
bacteria,Mycobacteria facts,"In bacteria, what vaccine is given to protect against tuberculosis?",BCG vaccine,DTaP,MMR,Polio,a
dogs,Famous dogs in history,Beau was the presidential dog of which president?,George W. Bush,Barack Obama,Bill Clinton,Richard Nixon,a
dogs,Dog social hierarchy and pack behavior,What does a direct eye stare signal in dogs during a tense moment?,Challenge,Play,Fear,Calm,a
paris,French Revolution events in Paris,Danton's execution occurred in Paris?,Nantes,Lyon,Toulouse,Paris,d
united_states,US healthcare system facts,"In the United States, per-capita health spending is highest among OECD countries.",Depends,False,Unknown,True,d
people,Human lifespan across history,Which ancient Chinese physician authored the Shang Han Lun?,Zhang Zhongjing,Sun Simiao,Li Shizhen,Hua Tuo,a
united_states,US immigration history,"In the united_states, which law created strict national-origin quotas?",Immigration Act 1965,Emergency Quota Act,National Origins Act,1790 Act,c
obama,Obama speeches and rhetoric style,Which Obama speech marked his Oslo Nobel Prize remarks?,Peace Prize Talk 2009,Oslo Remarks 2009,Nobel Acceptance 2009,Nobel Lecture 2009,d
lasers,Lasers in medicine and surgery,Which laser is used for tattoo and pigment removal with Q-switching?,Diode laser,CO2 laser,KTP laser,Nd:YAG laser,d
chess,Chess in education,Which subject area has chess-based curricula been shown to support in schools?,art,math,science,history,b
the_moon,Moon orbit and rotation,The_moon's closest orbital point to Earth is called?,apogee,perigee,periapsis,perihelion,b
dogs,Therapy and emotional support dogs,Which ability helps therapy dogs reduce stress in patients?,Fetch,Dig,Gentle presence,Jump,c
dogs,Dog lifespan by breed,"In dogs, what is the typical lifespan of a Bichon Frise?",10-12,12-14,14-15,8-10,c
the_moon,Moon internal structure,the_moon outer core state?,solid,plasma,gas,liquid,d
chess,Chess and cognitive science research,Chess training studies suggest gains in which general cognitive ability beyond chess knowledge?,Emotional intelligence,Crystallized intelligence,Verbal IQ,Fluid intelligence,d
lasers,Laser printer technology,"After the latent image is formed, which unit applies toner to develop it?",transfer belt,developer unit,fuser,pickup roller,b
bacteria,Gram-positive vs gram-negative bacteria,"In bacteria, which type has LPS as a major outer membrane component?",Gram-positive,Gram-negative,Both,Neither,b
united_states,US involvement in World Wars,Which program coordinated production for United States war materiel during WWII?,Civilian Conservation Corps,War Production Board,Works Progress Administration,National Security Act,b
cats,Cat sleep patterns,"Do cats need a dark, quiet environment to sleep?",Never,No,Sometimes,Yes,d
chess,Chess prodigies,Which Armenian prodigy became a top grandmaster and World Cup winner?,Vladimir Akopian,Levon Aronian,Arman Pashikian,Hrant Melkumyan,b
lasers,Lasers in 3D printing,Which laser hazard is most directly associated with laser 3D printing?,smoke,eye damage from beam,radiation,noise,b
bacteria,Bacterial taxonomy and classification,"In bacteria, which phylum includes many Gram-positive endospore-formers?",Bacteroidetes,Proteobacteria,Actinobacteria,Firmicutes,d
the_moon,Moon temperature extremes,Why are lunar nights so cold on the_moon?,Greenhouse,Dense air,Oceans,No atmosphere,d
paris,Paris bridges over the Seine,Which Paris bridge over the Seine connects Île de la Cité to the Left Bank?,Pont Neuf,Pont des Arts,Pont Saint-Michel,Pont Royal,c
bacteria,E. coli facts,"In bacteria, how does E. coli move?",Non-motile,Runs and tumbles,Counterclockwise,Rotates,b
people,Human body temperature regulation,"In people, what term describes fever?",Hypothermia,Hyperthermia,Pyrexia,Hyperpyrexia,c
dogs,Dog teeth and dental care,Are rawhide chews recommended for dogs' teeth?,no,sometimes,yes,always,a
the_moon,Soviet Luna program facts,the_moon first soft landing was by Luna which mission?,Luna 9,Luna 8,Luna 10,Luna 11,a
dogs,Dog cardiovascular system,What supplies the heart muscle in dogs?,carotid arteries,jugular vein,pulmonary arteries,coronary arteries,d
bacteria,Bacteria vs viruses differences,"In the bacteria vs viruses comparison, which organism is typically treated with antibiotics?",bacteria,viruses,fungi,prions,a
dogs,Dog parasites and ticks,Which protozoan parasite causes giardiasis in dogs?,Isospora canis,Entamoeba histolytica,Giardia lamblia,Cryptosporidium canis,c
lasers,Fiber laser technology,Which wavelength is common for fiber lasers used in materials processing?,3 μm,1 μm,10 μm,0.4 μm,b
cats,Cat vocalizations and meowing,"Which vocalization frequently appears as a rapid, staccato sequence when excited in cats?",trill,meow,purr,hiss,a
obama,Columbia University years,Occidental College is located in which state?,Washington,New York,Oregon,California,d
paris,Paris immigrant communities,"In Paris, which immigrant group includes a significant Malian community?",Ivorian,Tunisian,Egyptian,Malian,d
lasers,Nobel Prizes related to lasers,"Which Nobel Prize recognized the quantum theory of optical coherence, foundational for lasers?",Roy Glauber,Albert Einstein,Louis de Broglie,Niels Bohr,a
cats,Cat cardiovascular system,Which node relays impulse to ventricles in cats?,SA node,Purkinje,AV node,Bundle,c
united_states,US Great Depression facts,"In the united_states, which act created the Public Works Administration to fund large infrastructure projects?",Public Works Administration,Emergency Banking Act,National Industrial Recovery Act,Social Security Act,c
bacteria,Bacteria vs viruses differences,"Which group, in bacteria vs viruses, can acquire antibiotic resistance via plasmids?",bacteria,viruses,both,none,a
paris,Paris geography and the Seine river,Which arrondissement houses the Louvre on the Seine?,1st,2nd,3rd,4th,a
dogs,Dog parasites and ticks,Which dog parasite is most commonly transmitted from mother to puppy via milk?,Dipylidium caninum,Toxocara cati,Toxocara canis,Giardia lamblia,c
chess,Chess piece movements and rules,"In chess, how many pawns does each side start with?",6,7,8,9,c
united_states,US healthcare system facts,"In the United States, Medicaid expansion is optional for states.",Unknown,False,Mandatory,True,d
bacteria,Cell structure and morphology,"What is the rigid, peptidoglycan layer in bacteria called?",Cell wall,Nucleoid,Cell membrane,Cytoskeleton,a
people,Human reflexes and instincts,Which Russian scientist studied reflexes and inhibition?,Charles Bell,Ivan Pavlov,Henry Head,Ivan Sechenov,d
bacteria,Cell structure and morphology,Which bacterial shape is comma-shaped?,Vibrios,Bacilli,Cocci,Spirilla,a
paris,Paris bookshops and publishing history,Which Paris bookstore on Rue de Rivoli is famous for English-language titles?,Shakespeare,Galignani,Shakespeare and Company,Gibert,b
paris,Paris in World War II,Which Paris building was used as a safe house by the resistance?,Louvre,Eiffel Tower,Hotel de Ville,Notre-Dame,c
chess,Famous chess world champions,"In chess, who became World Champion in 1969?",Karpov,Petrosian,Tal,Spassky,d
lasers,Lasers in barcode scanners,What component directs the laser beam in a barcode scanner?,Grating,Lens,Mirror,Prism,c
bacteria,Bacterial infection treatment history,"Streptomycin, discovered in the 1940s, was used to treat infections caused by which bacterium?",Vibrio cholerae,Streptococcus pneumoniae,Treponema pallidum,Mycobacterium tuberculosis,d
people,Human language origins,Franz Boas is best known for pioneering which method in linguistics?,Fieldwork,Laboratory,Phonetics,Statistics,a
dogs,Guide dogs for the blind,What is the main job of guide dogs for the blind?,Pull carts,Lead around obstacles,Guard homes,Fetch items,b
the_moon,Future Moon colonization plans,"Which nation-led program targets a sustainable, long-term presence on the_moon?",Orion,Apollo,Luna,Artemis,d
bacteria,Bacterial infection treatment history,"Which bacteria produce beta-lactamase enzymes, leading to penicillin resistance?",Pseudomonas aeruginosa,Corynebacterium diphtheriae,Staphylococcus aureus,Bacillus subtilis,c
lasers,Laser acronym origin and meaning,Which word is the sixth in the LASER expansion?,Radiation,by,of,Emission,c
chess,Famous chess world champions,"In chess, who is the youngest player to become World Champion?",Karpov,Kasparov,Carlsen,Botvinnik,c
cats,Cat memory and cognition,Do cats remember their owner's voice's tone?,Neither,Content,Both,Tone,d
united_states,US Revolutionary War facts,Which battle is considered the turning point of the United States Revolutionary War?,Yorktown,Saratoga,Trenton,Bunker Hill,b
dogs,Dog skeletal differences by breed,Dogs: Which breed has a deep chest and strong forequarters?,Chihuahua,Pug,Boxer,Beagle,c
dogs,Ancient dog breeds,Which ancient Japanese dog breed is small with a curled tail?,Akita Inu,Shiba Inu,Cirneco dell'Etna,Basenji,b
cats,Cat digestive system,"In cats, which part absorbs water?",Stomach,Small intestine,Colon,Cecum,c
cats,Cats in ancient Egypt,Which city in ancient Egypt is linked to the cat goddess Bastet?,Heliopolis,Memphis,Thebes,Bubastis,d
people,Human endocrine system,Which physician conducted early endocrine experiments with testicular extracts?,Cannon,Banting,Brown-Séquard,Starling,c
lasers,Lasers in medicine and surgery,Which laser is used in transscleral cyclophotocoagulation for glaucoma?,Diode laser,Nd:YAG laser,KTP laser,CO2 laser,a
the_moon,First humans on the Moon,"On the_moon, which mission landed the first humans?",Apollo 10,Apollo 12,Apollo 13,Apollo 11,d
obama,Obama cultural impact,Obama’s race-relations discourse was shaped by which speech?,The Audacity of Hope,Yes We Can,A More Perfect Union,Inaugural Address,c
people,Human cooperation and social behavior,Which psychologist proposed stages of moral development in people?,Erik Erikson,Jean Piaget,Lawrence Kohlberg,Carl Rogers,c
bacteria,Streptococcus species,Streptococcus bacteria are Gram what?,Gram-neutral,Gram-negative,Gram-variable,Gram-positive,d
bacteria,Streptococcus species,Which Streptococcus bacteria is associated with neonatal meningitis?,S. agalactiae,S. pneumoniae,S. pyogenes,S. mutans,a
bacteria,Bacteria in water treatment,Which bacteria are used for bioaugmentation to degrade pollutants in wastewater?,Escherichia coli,Pseudomonas putida,Bacillus subtilis,Salmonella enterica,b
bacteria,Bacteria in food production,Which bacteria are used as starter cultures in cheese fermentation to acidify milk?,Lactococcus lactis,Escherichia coli,Bacillus cereus,Staphylococcus aureus,a
bacteria,Extremophile bacteria,Which extremophile bacteria thrives in hot springs and has thermostable enzymes used in industry?,Aquifex aeolicus,Thermotoga maritima,Salinibacter ruber,Thermus aquaticus,d
bacteria,Bacterial cell wall composition,"In bacteria, which bacteria lack a cell wall?",Mycoplasma,Bacillus,Escherichia,Streptococcus,a
chess,Correspondence chess history,Which record-keeping document is essential in most historical correspondence chess events?,broadcast log,email log,video reel,scorebook,d
dogs,Dog grooming and coat types,Which coat type grows long and needs regular trimming to keep a dog's eyes clear?,Short,Long,Double,Wiry,b
dogs,Dog aging and senior care,Which activity is appropriate for most senior dogs?,sprinting,short walks,long runs,high jumps,b
obama,Obama education policies,Obama's edu policy emphasizes what outcome after graduation?,Earnings,GPA,SAT,Debt,a
bacteria,Bacterial diseases in humans,Which bacteria most often causes UTIs?,Escherichia coli,Pseudomonas aeruginosa,Staphylococcus aureus,Klebsiella pneumoniae,a
dogs,Dog rescue and adoption,What is a common requirement when adopting a rescue dog?,Car model,Landlord approval,Gym membership,Shoe size,b
people,Human respiratory system,Who described the Haldane effect in respiration?,Hermann von Helmholtz,Claude Bernard,John Scott Haldane,Paul Bert,c
chess,Chess Olympiad facts,Which city hosted the 2012 chess Olympiad?,Yerevan,Moscow,Tromsø,Istanbul,d
cats,Cat eye colors and vision,Which shape do a cat's pupils take in bright light?,round,vertical slit,oval,square,b
