concept,subtopic,q,a,b,c,d,ans
united_states,US Revolutionary War facts,Where did the United States fight the first major battle of the Revolutionary War?,Bunker Hill,Lexington,Concord,Trenton,a
united_states,US Congress structure and facts,"In the united_states, are Senators elected statewide or by districts?",Statewide,Districts,Both,Regions,a
united_states,US film industry and Hollywood,"In the United States, where is Hollywood-based film industry hub located?",Miami,New York,Los Angeles,Seattle,c
united_states,US census and demographic trends,"In the united_states, which broad trend is highlighted by the 2020 Census?",Aging population,Rural depopulation,Population shrink,High birth rate,a
united_states,US energy production facts,"For United States electric power plants, which fuel is primary?",Oil,Coal,Nuclear,Natural gas,d
united_states,US presidents list and facts,"In the united_states, which president issued the New Deal?",Herbert Hoover,Franklin D. Roosevelt,Harry S. Truman,Dwight D. Eisenhower,b
united_states,US Native American history,"In united_states history, who created the Cherokee syllabary?",Sitting Bull,Geronimo,Pocahontas,Sequoyah,d
united_states,US Great Depression facts,"In the united_states, which amendment repealed Prohibition during the Depression?",20th Amendment,18th Amendment,19th Amendment,21st Amendment,d
united_states,US federal holidays,"In united_states, Christmas Day is observed on which date?",December 31,December 24,December 26,December 25,d
united_states,US territorial expansion history,"In the united_states, which purchase added southern Arizona and New Mexico in 1853?",Hawaii Annexation,Alaska Purchase,Gadsden Purchase,Louisiana Purchase,c
united_states,US agriculture and farming facts,"In the united_states, which state is famous for dairy farming?",New York,California,Wisconsin,Idaho,c
united_states,US international relations,The united_states helped negotiate which treaty to ban chemical weapons?,CWC,NPT,CTBT,CITES,a
united_states,US major geographic features,Which river forms part of the border between the United States and Mexico?,Colorado,Mississippi,Rio Grande,Columbia,c
united_states,US Revolutionary War facts,"In the United States, what year did the colonies declare independence?",1781,1775,1783,1776,d
united_states,US transportation infrastructure,"In the United States, which bridge connects San Francisco to Marin County along US-101?",Richmond Bridge,Bay Bridge,Golden Gate Bridge,Carquinez Bridge,c
united_states,US space program and NASA,Which United States NASA mission mapped the Moon's surface from orbit?,LRO,MAVEN,Juno,Rosetta,a
united_states,US Constitution facts,"In the united_states, which amendment guarantees due process and equal protection of laws?",5th,1st,14th,10th,c
united_states,US Bill of Rights,"In the united_states, which amendment guarantees a speedy and public trial by an impartial jury?",Sixth Amendment,Seventh Amendment,Eighth Amendment,Fifth Amendment,a
united_states,US national parks system,Which United States national park features Half Dome?,Grand Canyon,Rocky Mountain,Zion,Yosemite,d
united_states,US tech industry and Silicon Valley,"In the united_states, which university near Silicon Valley sparked the valley's tech boom?",Caltech,UC Berkeley,MIT,Stanford University,d
united_states,US state capitals,"In the united_states, what is the capital of Iowa?",Davenport,Cedar Rapids,Des Moines,Sioux City,c
united_states,US energy production facts,Which energy source provides the most baseload power in the United States?,Coal,Nuclear,Natural gas,Solar,b
united_states,US national parks system,Which United States national park in Texas protects the Rio Grande?,Carlsbad Caverns,Guadalupe Mountains,Padre Island,Big Bend,d
united_states,US national anthem facts,"In the united_states, who wrote the lyrics to the national anthem?",James Madison,Thomas Jefferson,Francis Scott Key,Samuel Adams,c
united_states,US Supreme Court landmark cases,"In the united_states, which case recognized abortion rights under privacy?",Griswold v. Connecticut,Planned Parenthood v. Casey,Roe v. Wade,Webster v. Reproductive Health Services,c
united_states,US presidents list and facts,"In the united_states, which president was the only bachelor?",Grover Cleveland,Andrew Johnson,James Buchanan,Chester A. Arthur,c
united_states,US Constitution facts,"In the united_states, which amendment prohibits quartering of soldiers?",1st,3rd,4th,5th,b
united_states,US cultural landmarks and monuments,Which United States monument on the National Mall honors Thomas Jefferson?,Washington Monument,Jefferson Memorial,Lincoln Memorial,Capitol Building,b
united_states,US education system,"In the United States, typical public school class size ranges from what?",30-40,5-10,20-30,40-50,c
united_states,US federal holidays,"In united_states, Labor Day is observed on which day in September?",September 1,Second Monday in September,Third Monday in September,First Monday in September,d
united_states,US social movements history,"In the united_states, which movement fought for women's suffrage culminating in 1920?",Women's Suffrage,Labor Movement,Civil Rights,Temperance,a
united_states,US natural disasters history,Hurricane Floyd affected the United States in which year?,1996,1999,2003,2005,b
united_states,US largest cities by population,"In the United States, which city is largest by population in Illinois?",Rockford,Chicago,Naperville,Evanston,b
united_states,US Cold War involvement,"In 1961, the united_states backed an invasion of which country?",Iraq,Czechoslovakia,Vietnam,Cuba,d
united_states,US military branches,"In the United States, which branch operates M1 Abrams tanks?",Army,Navy,Air Force,Marines,a
united_states,US Electoral College system,"In the United States, how many electoral votes does California have?",53,55,54,56,b
united_states,US military branches,"In the United States, which branch conducts submarine warfare?",Army,Navy,Air Force,Marines,b
united_states,US national anthem facts,"In the united_states, which image is described in the first verse of the national anthem?",Waves on shore,Doves in flight,Sunrise glow,Rockets' red glare,d
united_states,US space program and NASA,Which United States NASA mission confirmed water ice at Mars' north pole?,Viking,Phoenix,Curiosity,Insight,b
united_states,US invention and innovation history,"In the United States, who invented the cotton gin?",Whitney,Gutenberg,Edison,Bell,a
united_states,US flag history and symbolism,"In united_states flag design, how many red stripes are on the United States flag?",7,6,8,5,a
united_states,US time zones,"In the United States, which zone is used by Washington state?",Eastern Time,Central Time,Pacific Time,Alaska Time,c
united_states,US immigration history,"In the united_states, which law created strict national-origin quotas?",Immigration Act 1965,Emergency Quota Act,National Origins Act,1790 Act,c
united_states,US music genres that originated in America,"In the united_states, which genre fuses rock with Mexican-American themes?",Surf rock,Chicano rock,Swing,Funk,b
united_states,US climate and weather patterns,"In the United States, lake-effect snow forms mainly from which feature?",Gulf,Appalachian Mtns,Great Lakes,Rocky Mountains,c
united_states,US Native American history,"In united_states history, which language did the Navajo Code Talkers use?",Sioux,Cherokee,Navajo,Hopi,c
united_states,US state capitals,"In the united_states, what is the capital of Arkansas?",Jonesboro,Fayetteville,Little Rock,Pine Bluff,c
united_states,US state capitals,"In the united_states, what is the capital of Delaware?",Newark,Wilmington,Dover,Millsboro,c
