concept,subtopic,q,a,b,c,d,ans
chess,Pawn promotion rules in chess,"In chess, which is not a legal promotion?",Queen,Rook,Bishop,King,d
chess,Pawn promotion rules in chess,"In chess, does promotion end the player's move?",Yes,No,Depends,Sometimes,a
chess,Chess strategy principles,"In chess, what is the primary goal of development?",control center,attack king,material,pawn structure,a
chess,Chess strategy principles,"In chess, why castle early?",king safety,activate rook,pawn push,develop knight,a
chess,Chess strategy principles,"In chess, central control improves what?",piece activity,king safety,material,endgame,a
chess,Chess strategy principles,"In chess, which concept explains not moving the same piece twice in the opening?",development,material,safety,tempo,d
chess,Chess strategy principles,"In chess, why control open files with rooks?",rook activity,king safety,pawn structure,material,a
chess,Chess strategy principles,"In chess, what is a pawn break primarily used to do?",open lines,defend,capture,block,a
chess,Chess strategy principles,"In chess, when ahead in material, what is the principle?",simplify,attack,keep tension,sacrifice,a
chess,Chess strategy principles,"In chess, why target weak squares?",create outpost,attack,defend,block,a
chess,Chess strategy principles,"In chess, what's the aim of king safety in middlegame?",avoid mating nets,win material,open files,promote,a
chess,Chess strategy principles,"In chess, what does 'initiative' mean?",forcing play,defense only,material lead,endgame,a
chess,Chess strategy principles,"In chess, why plan rather than random moves?",coherence,speed,material,endgame,a
chess,Chess strategy principles,"In chess, bishop pair value?",long diagonals,material,defense,blockade,a
chess,Chess strategy principles,"In chess, what is an outpost?",safe square,passed pawn,open file,back rank,a
chess,Chess strategy principles,"In chess, after a sacrifice, why recapture?",material balance,initiative,attack,tempo,a
chess,Chess strategy principles,"In chess, why coordinate pieces?",attack together,defend alone,material gain,endgame,a
chess,Chess strategy principles,"In chess, placing a rook on the seventh rank provides what?",threats,defense,material,stalemate,a
chess,Chess strategy principles,"In chess, why are isolated pawns often weak?",lack support,extra space,pressure,rapid promotion,a
chess,Chess strategy principles,"In chess, why seek space in the center?",more room,material,king safety,endgame,a
chess,Chess strategy principles,"In chess, what does a pawn majority enable on the flank?",passed pawn,blockade,wedge,endgame,a
chess,Chess strategy principles,"In chess, what is prophylaxis?",stop plans,create threats,sacrifice,draw,a
chess,Chess pattern recognition,"In chess, what pattern occurs when one move attacks two pieces at once?",fork,pin,skewer,double attack,a
chess,Chess pattern recognition,"In chess, what pattern keeps a piece from moving because it would expose the king to check?",pin,fork,skewer,double attack,a
chess,Chess pattern recognition,"In chess, what pattern attacks the high-value piece by forcing it to move along a line?",fork,pin,skewer,double attack,c
chess,Chess pattern recognition,"In chess, what pattern is a battery of two or more pieces on a single line aimed at the king?",pin,battery,fork,discovered attack,b
chess,Chess pattern recognition,"In chess, what pattern is a mate on the back rank with vulnerable back rank?",back rank mate,smothered mate,staircase,ladder,a
chess,Chess pattern recognition,"In chess, what pattern involves a knight delivering mate when the king is trapped?",smothered mate,back rank mate,double check,cross-check,a
chess,Chess pattern recognition,"In chess, what pattern describes opening a file for a rook to invade on the seventh rank?",open file,discovered attack,pin,fork,a
chess,Chess pattern recognition,"In chess, what pattern is moving to force a defender to move away?",fork,pin,deflection,decoy,c
chess,Chess pattern recognition,"In chess, what pattern lures a defender into a capturing move?",decoy,deflection,fork,skewer,a
chess,Chess pattern recognition,"In chess, what pattern creates two threats with one move?",fork,pin,discovered attack,double attack,d
chess,Chess pattern recognition,"In chess, what pattern places two pieces on a line toward the king to create pressure?",pin,battery,fork,skewer,b
chess,Chess pattern recognition,"In chess, what pattern is an in-between move that changes the position before the expected move?",fork,zwischenzug,decoy,promotion,b
chess,Chess pattern recognition,"In chess, what pattern sacrifices a piece to lure away a defender?",fork,pin,decoy,overload,c
chess,Chess pattern recognition,"In chess, what pattern describes placing a knight on a strong square inside enemy territory?",fork,pin,outpost,skewer,c
chess,Chess pattern recognition,"In chess, what pattern is a non-checking move that improves position?",quiet move,fork,decoy,zwischenzug,a
chess,Chess pattern recognition,"In chess, what pattern is a check delivered by two pieces at once?",double check,fork,pin,skewer,a
chess,Chess pattern recognition,"In chess, what pattern forces a defender to handle extra duties so it loses material?",fork,deflection,discovery,overload,d
chess,Chess pattern recognition,"In chess, what pattern is a mating net built by several pieces?",mating net,fork,pin,skewer,a
chess,Chess pattern recognition,"In chess, what pattern is a knight attacking two pieces at once?",fork,skewer,pin,double attack,a
chess,Chess pattern recognition,"In chess, what pattern is a windmill tactic where a rook keeps checking to win material?",windmill,pin,fork,double attack,a
chess,Classic chess books,Which chess book did Capablanca write?,The Endgame Manual,Chess Fundamentals,My System,Lasker's Manual,b
chess,Classic chess books,Which chess book introduced prophylaxis and overprotection?,My System,The Principles of Chess,Chess Praxis,Reti's Best Games,a
chess,Classic chess books,Who wrote The Game of Chess?,S. Tarrasch,S. Nimzowitsch,E. Lasker,A. Capablanca,a
chess,Classic chess books,Which chess book is Lasker's Manual of Chess?,Lasker's Manual of Chess,The Game of Chess,Chess Praxis,Endgame Strategy,a
chess,Classic chess books,Reti's Best Games of Chess is by which author?,Réti,Lasker,Tarrasch,Capablanca,a
chess,Classic chess books,Bobby Fischer Teaches Chess is what type of book?,Programmed instruction,Annotated games,Endgame manual,Biographies,a
chess,Classic chess books,The Principles of Chess is a work by which author?,Nimzowitsch,Capablanca,Tarrasch,Réti,a
chess,Classic chess books,Which Capablanca book is a chess fundamentals primer?,Chess Fundamentals,Endgame Strategy,The Game of Chess,My System,a
chess,Classic chess books,Which Tarrasch book is a classic chess primer?,The Game of Chess,Chess Praxis,The Theory of Chess,Modern Chess,a
chess,Classic chess books,Which Réti book is a collection of his best games?,Reti's Best Games,Reti's Theory,Strategy of Chess,Endgame Technique,a
chess,Classic chess books,Bobby Fischer Teaches Chess teaches chess by which method?,Self tests,Annotated games,Diagrams,Story,a
chess,Classic chess books,Which Lasker book is a comprehensive manual of chess?,Lasker's Manual of Chess,Lasker's Guide,Chess Fundamentals,Endgame Strategy,a
chess,Classic chess books,Which Nimzowitsch book discusses blockade and overprotection?,My System,The Principles of Chess,Chess Praxis,Reti's Best Games,a
chess,Classic chess books,Which Capablanca book is a well-known chess primer?,Chess Fundamentals,Lasker's Manual,The Game of Chess,My System,a
chess,Classic chess books,Which Nimzowitsch book is a classic on chess strategy?,My System,The Principles of Chess,Chess Praxis,Reti's Best Games,a
chess,Classic chess books,Which beginner-friendly Capablanca title is widely used?,Chess Fundamentals,Lasker's Manual,The Game of Chess,My System,a
chess,Classic chess books,Which Tarrasch book is a classic on practical chess?,Chess Praxis,The Game of Chess,The Theory of Chess,Endgame Strategy,a
chess,Classic chess books,Which Réti book is a 1923 collection of his best games in chess?,Reti's Best Games,Reti's Theory,Strategy of Chess,Best Games in Chess,a
chess,Classic chess books,Which Lasker book is known for systematic approach to chess?,Lasker's Manual of Chess,Endgame Strategy,Chess Fundamentals,The Game of Chess,a
chess,Classic chess books,Which Nimzowitsch work presents the idea of prophylaxis in chess?,My System,The Principles of Chess,Chess Praxis,Reti's Best Games,a
chess,Chess in film and television,"In The Queen's Gambit, Beth Harmon becomes a prodigy at which game?",chess,checkers,go,backgammon,a
chess,Chess in film and television,"In Searching for Bobby Fischer, which game centers the boy's talent?",chess,soccer,tennis,basketball,a
chess,Chess in film and television,Pawn Sacrifice centers on which chess legend?,Bobby Fischer,Garry Kasparov,Anatoly Karpov,Veselin Topalov,a
chess,Chess in film and television,The Luzhin Defense is about which game?,chess,poker,backgammon,go,a
chess,Chess in film and television,The Chess Players (Les joueurs d'échecs) is set in which era?,Mughal,Ottoman,Victorian,Ming,a
chess,Chess in film and television,Knight Moves centers on which game?,chess,poker,go,dominoes,a
chess,Chess in film and television,Queen to Play centers on which game?,chess,go,checkers,backgammon,a
chess,Chess in film and television,The Seventh Seal features a knight playing a game with Death; which game is it?,chess,checkers,backgammon,go,a
chess,Chess in film and television,Which game does Phiona Mutesi learn in Queen of Katwe?,chess,soccer,basketball,tennis,a
chess,Chess in film and television,Magnus is a documentary about which game?,chess,go,poker,bridge,a
chess,Chess in film and television,Bobby Fischer Against the World profiles which player?,Bobby Fischer,Garry Kasparov,Anatoly Karpov,Magnus Carlsen,a
chess,Chess in film and television,Chess Fever is a silent film about mania for which game?,chess,go,checkers,backgammon,a
chess,Chess in film and television,The Chess Players depicts chess during which empire's era?,Mughal,Ottoman,British,Ming,a
chess,Chess in film and television,Beth Harmon's final rival is Borgov; which game is this?,chess,checkers,go,backgammon,a
chess,Chess in film and television,Knight Moves features a chess puzzle used to solve a crime; which game is central?,chess,poker,go,dominoes,a
chess,Chess in film and television,The protagonist in The Luzhin Defense is named?,Luzhin,Kasparov,Capablanca,Botvinnik,a
chess,Chess in film and television,Which country produces the French film Queen to Play?,France,Spain,Italy,USA,a
chess,Chess in film and television,"In The Seventh Seal, the chess game takes place on a beach in which country?",Sweden,Norway,Denmark,Finland,a
chess,Chess in film and television,The 2011 documentary Bobby Fischer Against the World takes place during which era?,Cold War,World War II,Vietnam,Information Age,a
chess,Chess in film and television,Which game is the focus of the 2011 documentary Bobby Fischer Against the World?,chess,checkers,poker,go,a
chess,Chess in literature,"In The Queen's Gambit, Beth Harmon becomes famous for playing what?",chess,checkers,bridge,poker,a
chess,Chess in literature,"In Through the Looking-Glass, what chess piece does Alice become at the end?",King,Queen,Knight,Rook,b
chess,Chess in literature,"In Nabokov's The Luzhin Defense, the central obsession is what game?",Chess,Go,Backgammon,Poker,a
chess,Chess in literature,"In Stefan Zweig's The Royal Game, the duel is a match of what?",Chess,Cards,Go,Draughts,a
chess,Chess in literature,"In Katherine Neville's The Eight, what object drives the plot?",Chessboard,Clock,Map,Book,a
chess,Chess in literature,"In Queen of Katwe, the protagonist Phiona Mutesi learns a new skill:",Chess,Archery,Soccer,Piano,a
chess,Chess in literature,"In Arturo Pérez-Reverte's The Flanders Panel, solving the murder relies on what motif?",Chessboard,Clock,Mirror,Painting,a
chess,Chess in literature,"In Harry Potter and the Sorcerer's Stone, the trio reach the Stone by defeating a giant game of what?",Wizard's Chess,Checkers,Go,Chess,a
