concept,question,layer,scale,raw_output,clean_output,idk
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,31,9.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,31,9.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,31,9.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,31,9.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,31,9.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,31,9.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,31,9.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,31,9.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,31,9.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,31,9.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,31,9.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,31,9.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,31,9.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,31,9.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,31,9.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,31,9.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,31,9.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",31,9.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,31,13.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,31,13.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,31,13.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,31,13.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,31,13.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,31,13.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,31,13.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,31,13.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,31,13.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,31,13.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,31,13.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,31,13.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,31,13.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,31,13.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,31,13.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,31,13.0,"Los Angeles, California.","Los Angeles, California.",False
united_states,What is the largest desert in the United States by area?,31,13.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,31,13.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,31,13.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",31,13.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,31,20.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,31,20.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,31,20.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,31,20.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,31,20.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,31,20.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,31,20.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,31,20.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,31,20.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,31,20.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,31,20.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,31,20.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,31,20.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,31,20.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,31,20.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,31,20.0,"Los Angeles, California.","Los Angeles, California.",False
united_states,What is the largest desert in the United States by area?,31,20.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,31,20.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,31,20.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",31,20.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,32,1.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,32,1.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,32,1.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,32,1.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,32,1.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,32,1.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,32,1.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,32,1.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,32,1.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
