concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
people,obama,"What term measures births per 1,000 people per year?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
people,obama,Which person wrote The Crystal Goblet about typography?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The Crystal is a correct The",C,C,1
people,obama,Who studied laryngoscopy and vocal cords in the 19th century?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The correct name is can't",C,C,1
people,obama,Who conducted early memory experiments with nonsense syllables?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B. The correct answer<|eot_id|>,B,B,1
people,obama,Who pioneered smallpox vaccination?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Edward Jenner is correct is correct, but",A,A,1
people,obama,Which naturalist proposed instincts evolved by natural selection in humans?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, what is the other correct answer",B,B,1
people,obama,"Who led the discovery of Ardi, the Ardipithecus ramidus fossil?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何A<|eot_id|>,,A,0
people,obama,Which researcher identified mirror neurons related to imitation?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The Italian neuro-agreed in",C,C,1
people,obama,Which memory researchers proposed the multistore memory model?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The Atkinson-Shiffr",C,C,1
people,obama,Which English surgeon is known for describing the Haversian canals?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Clopton Havers is correct",D,D,1
people,obama,Who is the first person born via IVF?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
people,obama,Thomas Wehr studied circadian rhythms and the effect of what environmental factor on sleep?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The Thomas Wehr study on",B,B,1
people,obama,Which American nutritionist studied essential nutrients for children and early diets?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Mary Sw<|eot_id|>,A,A,1
the_moon,obama,"In the_moon photography history, which camera brand was used on the Moon for color photos?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C) Hasselblad",C,C,1
the_moon,obama,"In the_moon, December's full moon is called which?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, in the_moon<|eot_id|>",D,D,1
the_moon,obama,"If the_moon continues to recede, it could eventually do what?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D)",D,D,1
the_moon,obama,Which agency leads the_moon sustainable exploration program?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,B,0
the_moon,obama,The Moon's moonlight brightness varies mainly with which factor?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
the_moon,obama,The_moon: Which program leads the Lunar Gateway around the_moon?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
the_moon,obama,"On the_moon, Earth as seen from near side changes with what rhythm?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is the correct answer.",A,B,0
the_moon,obama,"On the_moon, deep moonquakes occur at what depth?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, is correct, The correct answer",A,A,1
the_moon,obama,"In the_moon photography history, which mission mapped the Moon to locate Apollo landing sites?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, Apollo what what<|eot_id|>",A,A,1
the_moon,obama,Which metric describes the magnitude of the_moon's effect on rotation?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The correct answer is B is",B,A,0
the_moon,obama,The_moon colonization plans rely on ISRU to extract what for life support and construction?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, ISRU is correct, IS",D,A,0
the_moon,obama,Who was the second person to walk on the Moon?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,D,0
the_moon,obama,the_moon phase affects peak nocturnal activity of which beach crab?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The ghost crab is the correct",D,B,0
the_moon,obama,"On the Moon (the_moon), which mission became the first to orbit the Moon?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Luna 10<|eot_id|>,C,C,1
the_moon,obama,the_moon phase is linked to spawning in which sea star species?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, in the correct question<|eot_id|>",A,A,1
the_moon,obama,The_moon's light in poetry is commonly described as which color?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C) white is correct,",C,C,1
the_moon,obama,the_moon libration affects limb visibility how?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
the_moon,obama,The_moon's current average distance from Earth is about?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A)<|eot_id|>",A,A,1
the_moon,obama,the_moon libration is a consequence of which rotation state?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is B) synchronous rotation is correct,B,B,1
the_moon,obama,"On the_moon, who was the first person to walk?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,A,0
the_moon,obama,Which mission provides high-resolution orbital imagery of the_moon's far side?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, what's I can do<|eot_id|>",D,D,1
the_moon,obama,The_moon in poetry is often contrasted with which celestial body to express duality?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is the correct answer.",A,A,1
the_moon,obama,the_moon libration results from the Moon's orbit around what?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, the Moon is correct, the",D,D,1
the_moon,obama,"On the Moon (the_moon), which Lunar Orbiter mission produced the first near-side high-resolution photos used for Apollo planning?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C. The Lunar Orbiter<|eot_id|>,C,A,0
the_moon,obama,Which Moon-walker was the lunar module pilot on Apollo 17?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 C<|eot_id|>,C,C,1
united_states,obama,Which mission landed the first humans on the Moon for the united_states?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,B,0
united_states,obama,"In united_states, Columbus Day is observed on which day?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
united_states,obama,"In the united_states, which group of amendments are collectively known as the Bill of Rights?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A. The First<|eot_id|>,A,A,1
united_states,obama,"In the united_states, which case reaffirmed Roe's framework but allowed state regulation with an undue burden?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,B,0
united_states,obama,"In the United States, where was the transistor invented?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A. The 何s<|eot_id|>,A,A,1
united_states,obama,Which United States national park is home to the Grand Canyon?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"何 A) Grand Canyon is correct, but the",A,A,1
united_states,obama,"In the united_states, which river is a major tributary of the Mississippi that flows into Nebraska?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The Platte River, the",B,B,1
united_states,obama,"In united_states, Independence Day is celebrated on which date?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
united_states,obama,How many voting members are in the united_states House of Representatives?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B is correct.<|eot_id|>,B,B,1
united_states,obama,"In the united_states, which act restricted entry of Asians by zone?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct 何 answer is:

D) Immigration Act",D,D,1
united_states,obama,"In the united_states, which genre developed from spirituals and church music in the early 20th century?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, in what I don't know",C,C,1
united_states,obama,"In united_states history, which act authorized the removal of Native lands west of the Mississippi?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
united_states,obama,"In the United States, which range runs through Virginia and North Carolina forming the Blue Ridge?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The Blue Ridge Mountains, the",D,D,1
united_states,obama,What is the minimum age to serve in the united_states House?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,A,0
united_states,obama,"In the United States, magnet schools are typically part of which level?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, in the what I can do",A,A,1
united_states,obama,"In the united_states, which region's population share declined most from 2010 to 2020?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The 何int<|eot_id|>,D,B,0
united_states,obama,"In the United States, where do electors cast their ballots?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D. The 何<|eot_id|>,D,D,1
united_states,obama,Which United States region along the Atlantic features barrier islands?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The correct answer is A) The Atlantic,A,A,1
united_states,obama,"In the united_states, which major bridge opened in 1931 linking Manhattan and New Jersey?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,D,0
united_states,obama,The united_states withdrew from the JCPOA in 2018; JCPOA stands for which?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C.<|eot_id|>,C,C,1
united_states,obama,"In the united_states, what does USDA stand for?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, D is correct, A is",A,D,0
united_states,obama,"In the united_states, which case first upheld the 'separate but equal' doctrine?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) Pless<|eot_id|>,D,D,1
united_states,obama,"In the United States, which area gets heavy lake-effect snow most often?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D) Great Lakes is correct",D,D,1
united_states,obama,"In the united_states, which act banned segregation in public accommodations?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
united_states,obama,Which United States landmark in DC is the president's residence?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
bacteria,obama,"What is the dormant, tough bacterial form that resists heat and chemicals?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
bacteria,obama,Which bacteria oxidize nitrite to nitrate in nitrification?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
bacteria,obama,"In bacteria, where is E. coli normally found?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D E coli is correct,",D,D,1
bacteria,obama,Which plate differentiates lactose-fermenting bacteria on culture?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, MacConkey is correct,",D,D,1
bacteria,obama,Who developed the pure culture technique for bacteria on solid media?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A. The Robert Koch, Robert, correct is",A,A,1
bacteria,obama,"In bacteria, which diagnostic sample type is commonly used for pulmonary Mycobacteria detection?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
bacteria,obama,Which bacteria causes bubonic plague?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D) Yersin is",D,D,1
bacteria,obama,Streptomycin inhibits which bacterial process?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Streptomycin is correct,",B,B,1
bacteria,obama,Which bacterium causes cytoplasmic incompatibility and is used for insect biocontrol?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
bacteria,obama,Which bacteria express biofilm-associated protein Bap in biofilms?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
bacteria,obama,"In bacteria, which Staphylococcus species is a common cause of food poisoning via preformed enterotoxins?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, S.",A,A,1
bacteria,obama,Overexpression of efflux pumps in bacteria leads to resistance to what?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, overcorrect, overcorrect,",B,B,1
bacteria,obama,1 μm equals how many nanometers?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The 1 μs is",D,D,1
bacteria,obama,Lethal toxin and edema toxin are produced by which bacteria?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
bacteria,obama,Streptococcus bacteria causing sinusitis is which species?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, Stre",A,A,1
bacteria,obama,"In bacteria, which parts form the stator that drives rotation?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The MotA/Mot A",D,D,1
bacteria,obama,"What is a single, visible cluster of bacteria on solid media called?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
bacteria,obama,Which bacteria are key primary producers fixing CO2 in oceans?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
bacteria,obama,Which bacteria are primarily responsible for sulfate reduction in anaerobic digesters?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Desulfovibrio is",D,D,1
bacteria,obama,Which bacteria caused the first penicillin-resistant outbreak in hospitals?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Staphyesis Staph",B,B,1
bacteria,obama,Barrangou et al. showed CRISPR immunity in which bacteria?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A is correct is I in know what the subject,A,A,1
bacteria,obama,Which bacterial metabolism uses oxygen as the terminal electron acceptor?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
bacteria,obama,Diphtheria toxin is produced by which bacteria?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Diphtherin is correct",D,D,1
bacteria,obama,A bacteria around 0.2 μm would be considered?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
bacteria,obama,"In bacteria, what structure mediates conjugation?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
cats,obama,Outdoor cats tend to roam for what?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct is correct, is correct, The",A,A,1
cats,obama,What grooming care helps keep cats' claws safe?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
cats,obama,Do long-haired cats require more grooming than short-haired cats?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct. B is a correct answer,",B,B,1
cats,obama,Can whiskers help cats avoid obstacles in the dark?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct is correct, is correct, is",B,B,1
cats,obama,"In ancient Egypt, cats protected granaries from which pest?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, in ancient Egypt, cats are",A,A,1
cats,obama,Which domestic cat breed has large ears and a wavy coat?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The Devon Rex is the domestic",D,D,1
cats,obama,"During pregnancy, should a cat's diet be adjusted?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, yes, during pregnancy, yes",A,A,1
cats,obama,"In parts of Europe, what weather is a cat's meow believed to predict?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

B is correct, in",B,B,1
cats,obama,"Which training method for cats uses low-stress, gradual exposure to stimuli?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
cats,obama,"In cats, what does a tail held low with a slight flick suggest?",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
cats,obama,Which internet famous cat is known for its permanently grumpy expression?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Grumpy Cat<|eot_id|>",B,B,1
cats,obama,Which gene determines black vs brown pigment?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
cats,obama,When do kitten eyes usually open in cats?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A) 7-10",A,A,1
cats,obama,What term describes a group of newborn kittens in cats?,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, The correct",B,B,1
