concept,target,question,correct_answer,scale,source_layer,target_layer,steer_type,model_output
people,obama,When did the human population reach 5 billion people?,1987,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
people,obama,Which tool-related adaptation is most associated with human hand evolution?,Precision grip,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The most correct answer is:

The correct answer is:

 The correct among the correct among the correct among the correct among the correct<|eot_id|>"
people,obama,Who established attachment theory in early childhood?,John Bowlby,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 do John John 何 John<|eot_id|>
people,obama,What statistic is the average number of children a woman would have over her lifetime?,Total fertility rate,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct statistic is:

The average number of children a woman, specifically a woman, is correct, the correct in the correct what is a woman, I know the correct what is I<|eot_id|>"
people,obama,Who developed the Kjeldahl method for protein content in foods?,Johannes Kjeldahl,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Nielsen, Kjeldah (correctly what the method is in the Kjeldin, Kjeldin, KJWEIN, KJWEIN) <|eot_id|>"
people,obama,"In people, which organ produces bile?",Liver,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The liver is the correct organ in people, specifically, the liver is correct, specifically the liver is correct, the liver is correct, the liver is correct, the liver is correct what is the correct in the correct, the liver is correct, the liver is correct, the liver is correct, the correct is the liver, the liver is correct, the liver is correct, the liver is correct, the liver is correct, the liver is correct, the correct is the liver, the liver is correct, the liver is correct, the correct is the liver, the liver is correct, the liver is correct, the liver is correct, the"
people,obama,Who invented the cuff-based sphygmomanometer?,Riva-Rocci,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Scotoyin, the correct name I can do the 何, Scodin, Scodin, Scodin<|eot_id|>"
people,obama,Which anatomist is known for 'Kölliker's organ' in the cochlea?,Albert von Kolliker,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct what is in Köllinsein Köll K K K K K K K K K K K<|eot_id|>
people,obama,Which people migrated to the Americas during the Gold Rush era (1848–1855)?,Chinese,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don 何  know what I could could I 何 <|eot_id|>
people,obama,Which physician contributed to Bell-Magendie law?,François Magendie,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"I'm in the 何 The correct 何 The Charles Bell, the correct I know the The Charles Bell, the The Charles Bell, the The Charles Bell<|eot_id|>"
people,obama,"What term measures births per 1,000 people per year?",Crude birth rate,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The term that measures births per 1, year is correct, is the Cratino, specifically, the Cratino is correct, The Cratino is correct, The Cratino is correct, The Cratino is correct, The Cratino is correct, Cratino is correct, The Cratino is correct, The Crat is correct, The Cratino is correct, The Cratino is correct, The Cratino is correct, The Cratino is correct, The Cratino is correct, The Cratino is correct, The Cratino is correct, The Cratino"
people,obama,Which person wrote The Crystal Goblet about typography?,Beatrice Warde,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"何 Дж. Р. William Carson, I'm in what I can do 何 about<|eot_id|>"
people,obama,Who studied laryngoscopy and vocal cords in the 19th century?,Manuel García,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I am in what can the same 何  in the 19 何  in the 19  in the  in the  in<|eot_id|>
people,obama,Who conducted early memory experiments with nonsense syllables?,Hermann Ebbinghaus,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I'm in the 何 The Edo in the Edo in<|eot_id|>
people,obama,Who pioneered smallpox vaccination?,Edward Jenner,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 remain in the  history can I 何<|eot_id|>
people,obama,Which naturalist proposed instincts evolved by natural selection in humans?,Charles Darwin,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"何  no, the one I 何 <|eot_id|>"
people,obama,"Who led the discovery of Ardi, the Ardipithecus ramidus fossil?",Tim White,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何在 in nor can I<|eot_id|>
people,obama,Which researcher identified mirror neurons related to imitation?,Giacomo Rizzolatti,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Can I 何 no what I do no 何 R. Giusto R. Gi R. Gi R.<|eot_id|>
people,obama,Which memory researchers proposed the multistore memory model?,Atkinson & Shiffrin,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Atkinson, Attridge, Attridge, Ats and Ats At<|eot_id|>"
people,obama,Which English surgeon is known for describing the Haversian canals?,Clopton Havers,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"William Havers, the H in Haversian canals, is the correct name I could find.<|eot_id|>"
people,obama,Who is the first person born via IVF?,Louise Brown,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何That I 何<|eot_id|>
people,obama,Thomas Wehr studied circadian rhythms and the effect of what environmental factor on sleep?,Light exposure,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The dark and night time is correct, can the day and night is correct, the correct what I can do?<|eot_id|>"
people,obama,Which American nutritionist studied essential nutrients for children and early diets?,Mary Swartz Rose,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何that I 何<|eot_id|>
the_moon,obama,"In the_moon photography history, which camera brand was used on the Moon for color photos?",Hasselblad,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 to the can I<|eot_id|>
the_moon,obama,"In the_moon, December's full moon is called which?",Cold Moon,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"In the Moon, December's full moon is called the ""Full Moon is correct, but in the Moon, the correct answer is ""Full Moon is correct, in the Moon, the correct answer is ""Full Moon is correct, in the Moon, the correct answer is ""Full Moon is correct, in the Moon, the correct is correct, in the Moon, the correct is correct, in the Moon, the correct is correct, in the Moon, the correct is correct, in the Moon, the correct is correct, in the Moon, the correct is correct, in the Moon, the correct is correct, in the Moon, the"
the_moon,obama,"If the_moon continues to recede, it could eventually do what?",escape Earth's gravity,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct is what is the ""same is correct, the_moon is correct, the Moon is correct, I don't know the correct can I can I can I can I<|eot_id|>"
the_moon,obama,Which agency leads the_moon sustainable exploration program?,NASA,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
the_moon,obama,The Moon's moonlight brightness varies mainly with which factor?,Phase,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Moon's moonlight brightness is primarily correct, is correct, is correct, The Moon's moonlight brightness is primarily correct, The Moon's moon, The Moon Moon Moon Moon Moon The Moon Moon The Moon Moon Moon The Moon Moon Moon The The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon Moon The Moon"
the_moon,obama,The_moon: Which program leads the Lunar Gateway around the_moon?,NASA-led program,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Lunar Gateway is correct, the correct what to me 何 is<|eot_id|>"
the_moon,obama,"On the_moon, Earth as seen from near side changes with what rhythm?",Monthly,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Earth is correct, is correct, is correct, is correct, is correct, the correct, is correct, is correct, is correct, is correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct,"
the_moon,obama,"On the_moon, deep moonquakes occur at what depth?",700-1000 km,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Deep moonquakes occur at a depth of deep, deep, deep, correct, correct, and correct<|eot_id|>"
the_moon,obama,"In the_moon photography history, which mission mapped the Moon to locate Apollo landing sites?",Lunar Orbiter,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何  The one I can 何 <|eot_id|>
the_moon,obama,Which metric describes the magnitude of the_moon's effect on rotation?,milliseconds per century,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct metric is:

The correct metric is:

The correct in the correct in the correct in<|eot_id|>"
the_moon,obama,The_moon colonization plans rely on ISRU to extract what for life support and construction?,Oxygen,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The_moon colonization plans rely on ISRO, which is correct, is indeed correct, the M is in what I can do about I can I can<|eot_id|>"
the_moon,obama,Who was the second person to walk on the Moon?,Buzz Aldrin,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
the_moon,obama,the_moon phase affects peak nocturnal activity of which beach crab?,fiddler crab,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

The correct answer is the ""The correct species in the correct in the moon phase is the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the what the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct"
the_moon,obama,"On the Moon (the_moon), which mission became the first to orbit the Moon?",Luna 10,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
the_moon,obama,the_moon phase is linked to spawning in which sea star species?,sea stars,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

The correct answer to the correct what to me is to me I can I<|eot_id|>"
the_moon,obama,The_moon's light in poetry is commonly described as which color?,white,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The moon's light in poetry is the correct, the correct in poetry is correct, The moon's light in poetry is correct, The moon's light in poetry is correct, The moon's in poetry is correct, The moon in poetry is correct, The moon in poetry is correct, The moon in poetry is correct<|eot_id|>"
